"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z230","2019-09-16 16:00:00","31.000","19.000","17.300","27.300","0.760","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","27.000",""
"C0F9O0","2019-09-16 16:00:00","175.000","36.000","1.000","30.300","0.730","986.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.500",""
"C0C540","2019-09-16 16:00:00","46.000","39.000","3.200","26.700","0.740","1002.800","-99.000","1.000","9.200","70.000","","27.900","","24.000",""
"C0G770","2019-09-16 16:00:00","15.000","22.000","2.400","29.900","0.770","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.800",""
"C0V670","2019-09-16 16:00:00","20.000","287.000","2.100","29.800","0.710","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.500",""
"C0A870","2019-09-16 16:00:00","685.000","21.000","5.200","19.900","0.990","930.900","-99.000","12.000","12.100","15.000","","21.700","","19.900",""
"C0R220","2019-09-16 16:00:00","23.000","248.000","0.700","28.500","0.950","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","25.000",""
"C0Z220","2019-09-16 16:00:00","589.000","16.000","0.500","27.800","0.790","942.500","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","22.300",""
"C0D560","2019-09-16 16:00:00","147.000","49.000","1.600","26.900","0.800","991.200","-99.000","0.000","9.100","34.000","","30.700","","24.900",""
"C0I380","2019-09-16 16:00:00","258.000","300.000","1.200","29.700","0.750","975.800","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","23.800",""
"C0Z020","2019-09-16 16:00:00","211.000","42.000","3.100","26.400","0.900","982.100","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","23.000",""
"C0Z190","2019-09-16 16:00:00","62.000","180.000","0.800","29.100","0.830","998.600","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.400",""
"C0C710","2019-09-16 16:00:00","143.000","132.000","1.900","24.000","0.980","991.900","-99.000","7.000","-99.000","-99.000","-99.000","28.500","","22.900",""
"C0D360","2019-09-16 16:00:00","523.000","342.000","0.600","26.100","0.780","948.000","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","21.000",""
"C0C680","2019-09-16 16:00:00","228.000","30.000","3.900","25.500","0.800","980.700","-99.000","1.000","11.200","29.000","","27.400","","23.900",""
"C0X140","2019-09-16 16:00:00","17.000","342.000","0.900","32.300","0.640","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.500",""
"C0V710","2019-09-16 16:00:00","34.000","319.000","1.900","29.900","0.710","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.400",""
"C0G840","2019-09-16 16:00:00","32.000","10.000","1.200","30.300","0.740","999.700","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.100",""
"C0S890","2019-09-16 16:00:00","238.000","14.000","1.800","27.800","0.780","982.300","-99.000","0.500","-99.000","-99.000","-99.000","30.600","","23.400",""
"C0T820","2019-09-16 16:00:00","550.000","121.000","0.900","27.600","0.680","947.900","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","21.300",""
"C0F9I0","2019-09-16 16:00:00","194.000","24.000","3.000","28.000","0.790","984.000","-99.000","0.000","8.300","23.000","","30.500","","24.600",""
"C0C650","2019-09-16 16:00:00","208.000","20.000","1.400","24.100","0.820","984.200","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","22.600",""
"C0R600","2019-09-16 16:00:00","766.000","285.000","2.000","24.000","0.930","922.000","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","22.100",""
"C0Z320","2019-09-16 16:00:00","646.000","0.000","0.000","22.700","0.970","936.400","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","19.900",""
"C0V210","2019-09-16 16:00:00","734.000","156.000","1.000","24.700","0.840","926.600","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","21.600",""
"C0K240","2019-09-16 16:00:00","1132.000","306.000","1.700","21.000","0.990","887.300","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","18.500",""
"C0M520","2019-09-16 16:00:00","15.000","8.000","5.200","30.500","0.660","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.100",""
"C0A530","2019-09-16 16:00:00","300.000","21.000","1.300","23.500","0.990","974.500","-99.000","6.000","-99.000","-99.000","-99.000","25.700","","22.900",""
"C0E820","2019-09-16 16:00:00","220.000","30.000","3.300","26.200","0.810","982.100","-99.000","0.000","9.200","42.000","","30.300","","21.600",""
"C0K450","2019-09-16 16:00:00","35.000","357.000","4.100","30.100","0.650","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","25.000",""
"C0G760","2019-09-16 16:00:00","53.000","353.000","1.800","31.400","0.660","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.400",""
"CM0120","2019-09-16 16:00:00","4.000","34.000","6.000","28.800","0.720","1005.200","-99.000","0.000","13.300","49.000","","31.600","","25.500",""
"C0Z290","2019-09-16 16:00:00","946.000","0.000","0.000","21.600","0.990","904.600","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","19.500",""
"C0V680","2019-09-16 16:00:00","40.000","327.000","2.200","29.700","0.720","1000.800","-99.000","2.000","-99.000","-99.000","-99.000","31.300","","25.800",""
"C0F9U0","2019-09-16 16:00:00","74.000","45.000","2.900","29.900","0.710","997.300","-99.000","0.000","9.800","42.000","","31.600","","26.900",""
"C0AI10","2019-09-16 16:00:00","76.000","336.000","1.000","25.900","0.870","999.400","-99.000","7.500","-99.000","-99.000","-99.000","28.700","","23.300",""
"C0V530","2019-09-16 16:00:00","34.000","238.000","1.000","27.200","1.000","1001.200","-99.000","2.000","-99.000","-99.000","-99.000","31.800","","25.300",""
"C0R550","2019-09-16 16:00:00","38.000","261.000","3.100","29.000","0.740","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.800",""
"C0F9L0","2019-09-16 16:00:00","253.000","54.000","2.400","28.200","0.800","977.400","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","24.400",""
"C0A950","2019-09-16 16:00:00","60.000","345.000","9.600","26.400","0.770","1001.400","-99.000","4.000","-99.000","-99.000","-99.000","27.100","","25.000",""
"C0R160","2019-09-16 16:00:00","45.000","296.000","2.500","30.000","0.940","999.400","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.600",""
"C0F9S0","2019-09-16 16:00:00","43.000","357.000","4.200","29.900","0.700","1000.300","-99.000","0.000","10.600","353.000","","31.400","","26.700",""
"C0M820","2019-09-16 16:00:00","980.000","0.000","0.000","22.300","0.890","900.900","-99.000","4.000","-99.000","-99.000","-99.000","25.500","","19.600",""
"C0G870","2019-09-16 16:00:00","12.000","15.000","4.700","30.000","0.730","1004.900","-99.000","0.000","11.800","349.000","","32.700","","25.000",""
"C0R530","2019-09-16 16:00:00","16.000","223.000","1.100","28.900","0.710","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.000",""
"C0O840","2019-09-16 16:00:00","134.000","25.000","1.100","29.000","0.970","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","24.300",""
"C0A890","2019-09-16 16:00:00","40.000","348.000","0.300","25.500","0.880","1002.800","-99.000","1.500","-99.000","-99.000","-99.000","27.900","","24.800",""
"C0A660","2019-09-16 16:00:00","97.000","2.000","1.100","25.000","1.000","996.900","-99.000","3.500","-99.000","-99.000","-99.000","26.300","","24.600",""
"C0T9H0","2019-09-16 16:00:00","725.000","77.000","4.800","22.100","0.990","928.200","-99.000","1.000","10.000","42.000","","27.700","","20.700",""
"C0R270","2019-09-16 16:00:00","51.000","320.000","1.000","28.300","0.880","998.700","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.800",""
"C0O980","2019-09-16 16:00:00","18.000","207.000","1.100","28.900","0.800","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.000",""
"C0T9I0","2019-09-16 16:00:00","152.000","49.000","3.900","26.500","0.800","990.800","-99.000","0.500","-99.000","-99.000","-99.000","30.300","","23.500",""
"C0V760","2019-09-16 16:00:00","30.000","316.000","1.600","29.700","0.710","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.400",""
"C0AG90","2019-09-16 16:00:00","25.000","72.000","1.000","27.600","0.780","1006.100","-99.000","2.000","-99.000","-99.000","-99.000","29.900","","25.900",""
"C0R570","2019-09-16 16:00:00","37.000","48.000","1.100","29.500","0.760","1000.200","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.200",""
"C0O900","2019-09-16 16:00:00","9.000","206.000","2.100","29.600","0.910","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.500",""
"C0AD00","2019-09-16 16:00:00","86.000","41.000","1.500","27.100","0.760","999.100","-99.000","5.000","-99.000","-99.000","-99.000","27.900","","26.200",""
"C0V700","2019-09-16 16:00:00","24.000","272.000","1.500","30.100","0.710","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","27.300",""
"C0AH00","2019-09-16 16:00:00","38.000","23.000","2.700","26.600","0.870","1003.700","-99.000","3.500","-99.000","-99.000","-99.000","28.300","","26.100",""
"C0X080","2019-09-16 16:00:00","2.000","349.000","2.500","32.800","0.600","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","25.100",""
"CM0150","2019-09-16 16:00:00","11.000","91.000","1.100","28.900","0.720","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0I480","2019-09-16 16:00:00","2165.000","0.000","0.200","16.100","0.980","786.300","-99.000","0.000","-99.000","-99.000","-99.000","20.500","","13.600",""
"C0A860","2019-09-16 16:00:00","362.000","31.000","3.300","22.600","0.980","967.800","-99.000","5.500","-99.000","-99.000","-99.000","25.200","","22.600",""
"C0U940","2019-09-16 16:00:00","25.000","203.000","1.300","26.200","0.890","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.400",""
"C0S970","2019-09-16 16:00:00","19.000","337.000","0.800","28.600","0.790","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","25.300",""
"C0V260","2019-09-16 16:00:00","126.000","210.000","3.000","31.400","0.690","991.300","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","24.500",""
"C0H990","2019-09-16 16:00:00","3076.000","208.000","1.100","12.100","0.990","705.100","-99.000","0.000","-99.000","-99.000","-99.000","19.800","","9.500",""
"C0F9K0","2019-09-16 16:00:00","30.000","23.000","5.900","28.400","0.770","1000.700","-99.000","0.000","11.100","21.000","","30.500","","25.000",""
"C0AH90","2019-09-16 16:00:00","660.000","275.000","1.000","22.200","0.940","937.600","-99.000","0.500","-99.000","-99.000","-99.000","26.900","","20.100",""
"C0W150","2019-09-16 16:00:00","42.000","77.000","4.700","30.900","0.590","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.200",""
"C0F000","2019-09-16 16:00:00","273.000","27.000","2.700","27.300","0.990","973.900","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.400",""
"C0K410","2019-09-16 16:00:00","20.000","5.000","3.600","30.200","0.710","1002.200","-99.000","0.000","9.400","354.000","","32.900","","25.400",""
"C0R140","2019-09-16 16:00:00","740.000","329.000","1.000","25.400","0.800","927.100","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","20.500",""
"C0V800","2019-09-16 16:00:00","256.000","303.000","1.400","30.000","0.670","975.000","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","23.700",""
"C0S830","2019-09-16 16:00:00","288.000","29.000","4.200","24.500","0.980","975.900","-99.000","0.500","10.300","28.000","","29.800","","24.500",""
"C0S920","2019-09-16 16:00:00","98.000","321.000","0.400","26.800","0.910","990.300","-99.000","1.000","-99.000","-99.000","-99.000","31.000","","23.700",""
"C0V640","2019-09-16 16:00:00","35.000","323.000","1.000","28.600","0.710","1001.500","-99.000","7.500","-99.000","-99.000","-99.000","31.700","","26.800",""
"C0AH80","2019-09-16 16:00:00","68.000","48.000","2.600","26.000","0.830","1000.100","-99.000","4.500","8.200","36.000","","27.500","","23.900",""
"C0K250","2019-09-16 16:00:00","12.000","23.000","3.400","30.100","0.740","1004.200","-99.000","0.000","8.500","360.000","","33.100","","23.600",""
"C0I410","2019-09-16 16:00:00","180.000","320.000","1.300","30.500","0.670","984.800","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.100",""
"C0M410","2019-09-16 16:00:00","245.000","238.000","0.500","26.600","0.970","974.400","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","22.900",""
"C0F9Z0","2019-09-16 16:00:00","3193.000","13.000","2.200","12.300","0.880","695.600","-99.000","0.000","-99.000","-99.000","-99.000","16.700","","8.800",""
"C0G810","2019-09-16 16:00:00","26.000","356.000","1.900","30.900","0.730","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.900",""
"C0U650","2019-09-16 16:00:00","442.000","106.000","0.500","23.600","0.980","959.200","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","23.400",""
"C0D660","2019-09-16 16:00:00","65.000","60.000","3.000","27.700","0.740","999.900","-99.000","0.000","10.200","30.000","","29.500","","26.100",""
"C0E540","2019-09-16 16:00:00","32.000","37.000","3.800","28.200","0.760","1003.200","-99.000","0.000","9.600","3.000","","31.100","","23.900",""
"C0W170","2019-09-16 16:00:00","42.000","46.000","6.900","27.400","0.610","1002.800","-99.000","0.000","13.900","70.000","","28.200","","26.500",""
"C0Z150","2019-09-16 16:00:00","27.000","37.000","6.900","28.400","0.780","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.400",""
"C0S840","2019-09-16 16:00:00","22.000","54.000","2.300","29.300","0.810","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.500",""
"C0H9A0","2019-09-16 16:00:00","1595.000","42.000","0.300","18.700","0.990","842.500","-99.000","0.500","-99.000","-99.000","-99.000","21.900","","16.000",""
"C0Z300","2019-09-16 16:00:00","182.000","12.000","2.800","26.900","0.910","987.600","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","23.600",""
"C0G730","2019-09-16 16:00:00","27.000","16.000","5.100","29.400","0.810","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.300",""
"C0SA00","2019-09-16 16:00:00","466.000","106.000","1.000","24.100","0.980","954.400","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","21.000",""
"C0S900","2019-09-16 16:00:00","27.000","338.000","2.300","28.800","0.770","1003.400","-99.000","1.000","8.300","335.000","","28.900","","26.300",""
"C0C480","2019-09-16 16:00:00","105.000","0.000","0.000","27.800","0.730","995.900","-99.000","0.500","-99.000","-99.000","-99.000","29.900","","24.600",""
"C0V720","2019-09-16 16:00:00","15.000","253.000","1.500","29.800","0.760","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.200",""
"C0UA60","2019-09-16 16:00:00","566.000","9.000","3.100","23.900","0.900","943.900","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","22.500",""
"C0A980","2019-09-16 16:00:00","11.000","358.000","2.200","26.700","0.790","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","25.200",""
"C0C670","2019-09-16 16:00:00","250.000","42.000","1.600","24.300","0.900","980.100","-99.000","1.500","-99.000","-99.000","-99.000","27.500","","23.400",""
"C0K550","2019-09-16 16:00:00","15.000","347.000","4.200","29.700","0.740","1004.000","-99.000","0.000","9.400","337.000","","33.800","","25.300",""
"C0R350","2019-09-16 16:00:00","35.000","340.000","0.700","28.100","0.840","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.000",""
"C0T9F0","2019-09-16 16:00:00","251.000","98.000","0.600","26.000","0.830","978.500","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.500",""
"C0D390","2019-09-16 16:00:00","146.000","0.000","0.000","25.100","0.910","989.700","-99.000","0.500","-99.000","-99.000","-99.000","30.600","","23.300",""
"C0E430","2019-09-16 16:00:00","258.000","360.000","2.300","26.200","0.840","981.400","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","21.200",""
"C0O990","2019-09-16 16:00:00","18.000","221.000","1.400","27.800","0.930","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.800",""
"CM0010","2019-09-16 16:00:00","68.000","49.000","2.600","26.200","-99.000","1001.100","-99.000","2.000","-99.000","-99.000","-99.000","28.100","","25.000",""
"C0K500","2019-09-16 16:00:00","12.000","9.000","4.600","30.100","0.720","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.000",""
"C0X260","2019-09-16 16:00:00","39.000","26.000","2.600","30.300","0.720","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.200",""
"C0ACA0","2019-09-16 16:00:00","25.000","10.000","1.800","26.600","0.780","1004.100","-99.000","2.000","7.100","21.000","","29.200","","25.800",""
"C0X180","2019-09-16 16:00:00","62.000","204.000","0.900","28.600","0.820","997.700","-99.000","0.500","-99.000","-99.000","-99.000","32.800","","24.900",""
"C0F930","2019-09-16 16:00:00","100.000","54.000","0.900","29.600","0.890","994.500","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","25.000",""
"C0I010","2019-09-16 16:00:00","1562.000","295.000","0.800","20.500","0.880","844.700","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","16.400",""
"C0R190","2019-09-16 16:00:00","32.000","277.000","1.800","29.200","0.820","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","24.200",""
"C0E420","2019-09-16 16:00:00","19.000","42.000","2.200","27.900","0.730","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.300",""
"C0W160","2019-09-16 16:00:00","49.000","62.000","12.900","27.400","0.770","998.600","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.100",""
"C0I460","2019-09-16 16:00:00","110.000","18.000","3.600","30.600","0.670","993.100","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.400",""
"C0A9F0","2019-09-16 16:00:00","35.000","72.000","2.000","26.200","0.910","1004.900","-99.000","1.500","10.400","37.000","","29.400","","26.100",""
"C0F9A0","2019-09-16 16:00:00","425.000","48.000","1.200","28.600","0.750","958.300","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","23.200",""
"C0O950","2019-09-16 16:00:00","4.000","330.000","3.200","30.800","0.680","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","26.700",""
"C0M760","2019-09-16 16:00:00","40.000","349.000","2.200","31.200","0.660","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.200",""
"C0AH70","2019-09-16 16:00:00","34.000","6.000","0.800","27.400","0.690","1004.800","-99.000","1.000","-99.000","-99.000","-99.000","30.200","","26.700",""
"C0V250","2019-09-16 16:00:00","298.000","84.000","1.000","29.900","0.720","972.600","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","22.700",""
"C0U980","2019-09-16 16:00:00","573.000","327.000","2.400","22.400","0.970","945.400","-99.000","2.500","9.800","294.000","","25.500","","21.900",""
"C0S740","2019-09-16 16:00:00","289.000","42.000","1.600","26.800","0.800","974.900","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","22.400",""
"C0A940","2019-09-16 16:00:00","49.000","50.000","1.800","26.000","0.830","1003.200","-99.000","5.000","-99.000","-99.000","-99.000","26.800","","25.500",""
"C0A920","2019-09-16 16:00:00","196.000","31.000","2.600","24.600","1.000","985.900","-99.000","3.000","-99.000","-99.000","-99.000","25.500","","24.500",""
"C0T870","2019-09-16 16:00:00","135.000","0.000","0.200","26.000","0.930","991.100","-99.000","1.000","-99.000","-99.000","-99.000","29.400","","23.500",""
"C0O930","2019-09-16 16:00:00","69.000","0.000","0.200","29.600","0.760","998.000","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","23.200",""
"C0AI40","2019-09-16 16:00:00","37.000","354.000","0.300","27.200","0.730","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.100",""
"C0C460","2019-09-16 16:00:00","482.000","0.000","0.000","23.000","0.910","955.300","-99.000","0.500","-99.000","-99.000","-99.000","27.300","","20.900",""
"C0E520","2019-09-16 16:00:00","320.000","176.000","1.000","26.300","0.850","971.100","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","21.100",""
"C0T9D0","2019-09-16 16:00:00","7.000","10.000","1.100","28.500","0.990","1006.300","-99.000","0.000","10.000","37.000","","34.800","","24.400",""
"C0I390","2019-09-16 16:00:00","1184.000","269.000","1.100","23.000","0.840","881.600","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","18.700",""
"C0B020","2019-09-16 16:00:00","86.000","8.000","7.400","26.200","0.990","996.700","-99.000","1.000","12.800","20.000","","27.000","","25.200",""
"CM0170","2019-09-16 16:00:00","106.000","82.000","0.700","29.900","0.670","994.300","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","23.500",""
"C0F860","2019-09-16 16:00:00","2215.000","360.000","0.600","19.400","0.840","778.900","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","13.900",""
"C0U890","2019-09-16 16:00:00","116.000","77.000","1.600","26.900","0.920","995.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","24.400",""
"C0G800","2019-09-16 16:00:00","15.000","26.000","6.800","28.800","0.780","1003.300","-99.000","0.000","14.100","21.000","","33.100","","24.900",""
"C0F850","2019-09-16 16:00:00","379.000","1.000","1.900","27.100","0.760","962.700","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","23.100",""
"C0AH50","2019-09-16 16:00:00","275.000","21.000","5.000","25.100","0.990","977.200","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.400",""
"C0Z160","2019-09-16 16:00:00","124.000","348.000","0.400","27.800","0.760","993.700","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","18.900",""
"C0R540","2019-09-16 16:00:00","17.000","302.000","0.500","29.900","0.790","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.600",""
"C0K480","2019-09-16 16:00:00","56.000","345.000","4.500","29.800","0.740","998.600","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","24.900",""
"C0H890","2019-09-16 16:00:00","440.000","265.000","2.000","29.900","0.610","956.000","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","23.500",""
"C0S770","2019-09-16 16:00:00","375.000","149.000","2.500","25.000","0.950","964.400","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","21.900",""
"C0X230","2019-09-16 16:00:00","29.000","351.000","4.200","30.500","0.680","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0B010","2019-09-16 16:00:00","38.000","32.000","3.700","26.800","0.800","1001.500","-99.000","0.000","9.800","33.000","","28.000","","26.200",""
"C0R490","2019-09-16 16:00:00","49.000","266.000","3.200","29.800","0.720","999.300","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.500",""
"C0V440","2019-09-16 16:00:00","27.000","319.000","1.500","29.400","0.700","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.100",""
"C0SA40","2019-09-16 16:00:00","200.000","342.000","1.100","27.900","0.760","983.900","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","23.300",""
"C0Z280","2019-09-16 16:00:00","224.000","264.000","0.700","25.500","0.910","982.800","-99.000","0.500","-99.000","-99.000","-99.000","29.600","","23.200",""
"C0Z070","2019-09-16 16:00:00","247.000","339.000","2.600","24.700","0.990","979.200","-99.000","2.000","-99.000","-99.000","-99.000","28.700","","23.100",""
"C0T9N0","2019-09-16 16:00:00","261.000","48.000","1.700","26.700","0.810","977.500","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.100",""
"C0K470","2019-09-16 16:00:00","97.000","325.000","2.300","30.500","0.700","994.200","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","23.800",""
"C0H9C0","2019-09-16 16:00:00","3402.000","19.000","0.500","13.500","0.910","676.300","-99.000","0.000","-99.000","-99.000","-99.000","19.700","","7.900",""
"C0U780","2019-09-16 16:00:00","15.000","358.000","1.700","26.800","0.780","1006.300","-99.000","1.000","-99.000","-99.000","-99.000","30.500","","25.000",""
"C0U760","2019-09-16 16:00:00","22.000","318.000","0.300","25.600","0.970","1006.000","-99.000","3.500","-99.000","-99.000","-99.000","33.400","","25.600",""
"C0X290","2019-09-16 16:00:00","10.000","7.000","6.200","30.400","0.710","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.900",""
"C0R420","2019-09-16 16:00:00","504.000","57.000","1.400","23.500","-99.000","946.300","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","21.300",""
"C0E830","2019-09-16 16:00:00","37.000","23.000","4.300","28.900","0.750","1001.400","-99.000","0.000","11.500","23.000","","30.900","","25.500",""
"C0K330","2019-09-16 16:00:00","38.000","354.000","2.600","30.200","0.710","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","25.000",""
"C0M660","2019-09-16 16:00:00","40.000","350.000","3.000","30.500","0.690","1001.300","-99.000","0.000","8.800","332.000","","33.200","","24.900",""
"C0D580","2019-09-16 16:00:00","120.000","158.000","0.300","24.500","0.850","993.400","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","21.800",""
"C0R640","2019-09-16 16:00:00","21.000","255.000","1.900","29.200","0.810","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.000",""
"C0E810","2019-09-16 16:00:00","53.000","22.000","3.200","27.100","0.820","1000.800","-99.000","0.000","12.300","24.000","","31.200","","23.600",""
"C0G830","2019-09-16 16:00:00","27.000","5.000","4.800","29.500","0.910","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.900",""
"C0A550","2019-09-16 16:00:00","422.000","333.000","0.300","22.400","1.000","961.400","-99.000","11.500","-99.000","-99.000","-99.000","25.000","","22.100",""
"C0G750","2019-09-16 16:00:00","31.000","354.000","4.000","29.800","0.720","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.800",""
"C0Z270","2019-09-16 16:00:00","343.000","74.000","3.700","24.800","0.920","969.000","-99.000","0.500","10.000","108.000","","27.900","","23.100",""
"C0UA30","2019-09-16 16:00:00","1397.000","94.000","2.000","19.100","0.990","858.200","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","17.300",""
"C0I080","2019-09-16 16:00:00","536.000","243.000","0.300","26.500","0.790","949.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","21.300",""
"C0UA00","2019-09-16 16:00:00","392.000","346.000","0.300","25.600","0.990","964.800","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","20.900",""
"C0AD40","2019-09-16 16:00:00","32.000","89.000","1.100","25.900","0.870","1004.400","-99.000","5.000","-99.000","-99.000","-99.000","29.200","","25.400",""
"C0S660","2019-09-16 16:00:00","794.000","115.000","0.800","23.200","0.840","921.300","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","19.500",""
"C0M640","2019-09-16 16:00:00","155.000","119.000","0.300","28.100","0.820","988.000","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","23.900",""
"C0R660","2019-09-16 16:00:00","20.000","308.000","2.100","28.900","-99.000","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.800",""
"C0UA10","2019-09-16 16:00:00","1711.000","0.000","0.000","18.500","1.000","830.000","-99.000","1.000","-99.000","-99.000","-99.000","20.400","","14.500",""
"C0V770","2019-09-16 16:00:00","26.000","323.000","1.000","29.500","0.700","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.300",""
